"establecimiento_id","establecimiento_nombre","provincia_id","Código de localidad BAHRA","provincia_nombre","origen_financiamiento","tipologia_id","tipologia_sigla","sitio_web"
"14020012315289","CLINICA SANTA CATALINA  (D)","02",2000010000,"CABA","Privado",14,"ESCIE","www.csantacatalina.com.ar"
"14020012315314","INSTITUTO ALPI","02",2000010000,"CABA","Privado",14,"ESCIE","www.alpi.org.ar"
"14020012215307","HOSPITAL DE REHABILITACION RESPIRATORIA MARIA FERRER","02",2000010000,"CABA","Público",14,"ESCIE","*sin dato*"
"14020012315463","CLINICA ALTERGARTEN","02",2000010000,"CABA","Privado",14,"ESCIE","www.altergarten.com"
"14020012315297","CLINICA DE NUTRICION Y SALUD DR. ALBERTO CORMILLOT","02",2000010000,"CABA","Privado",14,"ESCIE","clinica.cormillot.com"
"14020012215303","HOSPITAL DE GASTROENTEROLOGIA  DR. CARLOS BONORINO UDAONDO","02",2000010000,"CABA","Público",14,"ESCIE","*sin dato*"
"14020012215305","HOSPITAL DE OFTALMOLOGIA SANTA LUCIA","02",2000010000,"CABA","Público",14,"ESCIE","www.hospitalsantalucia.com."
"14020012315490","IFER - INSTITUTO DE GINECOLOGIA Y FERTILIDAD","02",2000010000,"CABA","Privado",14,"ESCIE","www.ifer.com.ar"
"14020012515321","INSTITUTO DE ONCOLOGIA ANGEL H. ROFFO","02",2000010000,"CABA","Público",14,"ESCIE","www.institutoroffo.com.ar"
"14020012315300","CLINICA SANTA MARIA DE LOS BUENOS AIRES","02",2000010000,"CABA","Privado",14,"ESCIE","*sin dato*"
"14020012315291","CLINICA DE REHABILITACION ULME (D)","02",2000010000,"CABA","Privado",14,"ESCIE","www.ulme.com.ar"
"14020012315299","CLINICA ROBLES DE CIRUGIA PLASTICA S.R.L.","02",2000010000,"CABA","Privado",14,"ESCIE","www.clinicarobles.com"
"14020012215304","HOSPITAL DE INFECCIOSAS FRANCISCO MUÑIZ","02",2000010000,"CABA","Público",14,"ESCIE","*sin dato*"
"14020012215310","HOSPITAL OFTALMOLOGICO DR. PEDRO LAGLEYZE","02",2000010000,"CABA","Público",14,"ESCIE","*sin dato*"
"14020012315324","INSTITUTO MEDICO DE ALTA COMPLEJIDAD","02",2000010000,"CABA","Privado",14,"ESCIE","www.institutoimac.com.ar"
"14020012315288","CENTRO DE INTERNACION E INVESTIGACION CLINICA FUNDALEU","02",2000010000,"CABA","Privado",14,"ESCIE","www.fundaleu.org"
"14020012315292","CIAREC - CLINICA DE REHABILITACION Y CIRUGIA","02",2000010000,"CABA","Privado",14,"ESCIE","www.ciarec.com.ar"
"14020012315296","CLINICA DE MICROCIRUGIA S.A.","02",2000010000,"CABA","Privado",14,"ESCIE","www.clinicamicrocirugia.com"
"14020012315298","CLINICA DEL PARQUE REHABILITACION (D)","02",2000010000,"CABA","Privado",14,"ESCIE","www.centrodelparque.com.ar"
"14020012315326","INSTITUTO SACRE COEUR","02",2000010000,"CABA","Privado",14,"ESCIE","www.institutosacrecoeur.com"
"14020012316143","CENTRO MEDICO AMENABAR","02",2000010000,"CABA","Privado",14,"ESCIE","www.centroamenabar.com.ar"
"14020012317001","CLINICA ALCLA - REHABILITACION Y RECUPERACION (D)","02",2000010000,"CABA","Privado",14,"ESCIE","www.clinicalcla.com"
"14020012317377","CLINICA SANTA CATALINA - ANEXO","02",2000010000,"CABA","Privado",14,"ESCIE","www.csantacatalina.com.ar"
"14020012317750","CLINICA ARGENTINA","02",2000010000,"CABA","Privado",14,"ESCIE","*sin dato*"
"14020012718696","SANATORIO FINOCHIETTO - OB SOC DEL PERSONAL DE DIRECCION DE ACCION SOCIA","02",2000010000,"CABA","Privado",14,"ESCIE","www.sanatoriofinochietto.co"
"14020012215308","HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE","02",2000010000,"CABA","Público",14,"ESCIE","*sin dato*"
"14020012315301","FUNDACION DE LA HEMOFILIA","02",2000010000,"CABA","Privado",14,"ESCIE","www.hemofilia.org.ar"
"14020012315465","CLINICA JURI DE CIRUGIA PLASTICA","02",2000010000,"CABA","Privado",14,"ESCIE","*sin dato*"
"14020132318940","CEBTRO MEDICO VILLA URQUIZA (HTAL ITALIANO)","02",2013010002.0000002,"CABA","Privado",14,"ESCIE","*sin dato*"
"14020012315294","CLINICA BASILEA S.A. D","02",2000010000,"CABA","Privado",14,"ESCIE","www.clinicabasilea.com.ar"
"12020002718935","IMO INSTITUTO DE OBSTETRICIA","02",2000010000,"CABA","Privado",12,"ESCIEM","*sin dato*"
"12020012215264","HOSPITAL MATERNO INFANTIL RAMON SARDA","02",2000010000,"CABA","Público",12,"ESCIEM","www.sarda.org.ar"
"12020012315265","INSTITUTO MEDICO DE OBSTETRICIA (I.M.O)","02",2000010000,"CABA","Privado",12,"ESCIEM","www.imobstetricia.com.ar/ho"
"12020012715266","CLINICA 15 DE DICIEMBRE PROPIEDAD A.S. SALUD S.A.","02",2000010000,"CABA","Privado",12,"ESCIEM","*sin dato*"
"11020012215260","HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE","02",2000010000,"CABA","Público",11,"ESCIEP","www.elizalde.gov.ar"
"11020012215259","HOSPITAL GENERAL DE NIÑOS DR. RICARDO GUTIERREZ","02",2000010000,"CABA","Público",11,"ESCIEP","www.guti.gov.ar"
"11020012315257","ATENCION PEDIATRICA INTEGRAL (A.P.I.)","02",2000010000,"CABA","Privado",11,"ESCIEP","www.api.org.ar"
"11020012015258","HOSPITAL DE PEDIATRIA DR. JUAN P. GARRAHAN","02",2000010000,"CABA","Público",11,"ESCIEP","www.garrahan.gov.ar"
"12020012315486","HOSPITAL PRIVADO DE NIÑOS FUNDACION HOSPITALARIA","02",2000010000,"CABA","Privado",11,"ESCIEP","www.fh.org.ar"
"13020012215280","HOSPITAL DE SALUD MENTAL BRAULIO MOYANO","02",2000010000,"CABA","Público",13,"ESCIESM","*sin dato*"
"13020012317387","ESTABLECIMIENTO GRADIVA (A)","02",2000010000,"CABA","Privado",13,"ESCIESM","ctgradiva.com.ar"
"13020012317375","HOSTAL DE SALUD MENTAL TEMPORA","02",2000010000,"CABA","Privado",13,"ESCIESM","www.temporaweb.com.ar"
"13020012318647","CTRO PREVENTIVO ASISTENCIAL DE DROGADEPENDENCIA NIVEL III VICTOR HUGO 28","02",2000010000,"CABA","Privado",13,"ESCIESM","www.asocreencuentro.com.ar"
"13020012316456","CENTRO TERAPEUTICO ETHOS (A)","02",2000010000,"CABA","Privado",13,"ESCIESM","www.centroethos.com.ar"
"13020012316897","FUNDACION PROGRAMA SAN CARLOS (A)","02",2000010000,"CABA","Privado",13,"ESCIESM","www.fundacionsancarlos.org."
"13020012316869","LA CASA, HOSTAL DE MEDIO CAMINO","02",2000010000,"CABA","Privado",13,"ESCIESM","www.hostal-lacasa.com.ar"
"13020012316871","EL HOSTAL - CASA DE MEDIO CAMINO (M)","02",2000010000,"CABA","Privado",13,"ESCIESM","www.el-hostal.com.ar"
"13020012316879","REENCONTRANDONOS - COMUNIDAD TERAPEUTICA (A)","02",2000010000,"CABA","Privado",13,"ESCIESM","*sin dato*"
"13020012316893","EL REPARO - COMUNIDAD TERAPEUTICA (A)","02",2000010000,"CABA","Privado",13,"ESCIESM","www.elreparo.org.ar"
"13020012315443","CENTRO DE EDUCACION TERAPEUTICA CETRE (M)","02",2000010000,"CABA","Privado",13,"ESCIESM","*sin dato*"
"13020012316436","FUNDACION MANANTIALES - SEDE CENTRAL (A)","02",2000010000,"CABA","Privado",13,"ESCIESM","www.manantiales.org"
"13020012316873","FUNDACION BASSO (D)","02",2000010000,"CABA","Privado",13,"ESCIESM","*sin dato*"
"13020012315548","CENTRO PREV. ASIST. DE LA DROGAD. NIVEL II Y NIVEL III","02",2000010000,"CABA","Privado",13,"ESCIESM","*sin dato*"
"13020012317371","PROGAMA MYRIAS (A)","02",2000010000,"CABA","Privado",13,"ESCIESM","*sin dato*"
"13020012315274","CLINICA EMANU-EL S.A. - INNOVACIONES EN SALUD","02",2000010000,"CABA","Privado",13,"ESCIESM","*sin dato*"
"13020012315275","CLINICA FLORES S.A.","02",2000010000,"CABA","Privado",13,"ESCIESM","www.clinicaflores.com.ar"
"13020012315267","CLINICA SAN MARTIN DE PORRES - CENTRO DE INVESTIGACIONES PSIQUIATRICAS D","02",2000010000,"CABA","Privado",13,"ESCIESM","www.clinicasmporres.com.ar"
"13020012315276","CLINICA LAS HERAS","02",2000010000,"CABA","Privado",13,"ESCIESM","*sin dato*"
"13020012315283","INSTITUCION PSICOTERAPEUTICA TEMPORA S.R.L. (M)","02",2000010000,"CABA","Privado",13,"ESCIESM","*sin dato*"
"13020012315284","INSTITUTO DE PSICOPATOLOGIA NUESTRA SEÑORA DE LUJAN S.R.L.","02",2000010000,"CABA","Privado",13,"ESCIESM","www.clinicalujan.com"
"13020012315286","INSTITUTO FRENOPATICO S.A. (M)","02",2000010000,"CABA","Privado",13,"ESCIESM","www.frenopatico.com.ar"
"13020012315472","CLINICA SANTA ROSA","02",2000010000,"CABA","Privado",13,"ESCIESM","www.clinicasantarosa.com.ar"
"13020012315474","FUNDACION INEBA - INSTITUTO DE NEUROCIENCIA BUENOS AIRES","02",2000010000,"CABA","Privado",13,"ESCIESM","www.ineba.net"
"13020012315488","FUNDACION GRADIVA (M)","02",2000010000,"CABA","Privado",13,"ESCIESM","www.ctgradiva.com.ar"
"13020012315271","COMUNIDAD TERAPEUTICA DE PALERMO S.A. (CLINICA MORAVIA) (M)","02",2000010000,"CABA","Privado",13,"ESCIESM","www.moraviaclinica.com.ar"
"13020012315273","CLINICA PSIQUIATRICA DHARMA","02",2000010000,"CABA","Privado",13,"ESCIESM","www.clinicadharma.com.ar"
"13020012315269","CLINICA ARGOS (M)","02",2000010000,"CABA","Privado",13,"ESCIESM","www.clinicaargos.com.ar"
"13020012315272","CLINICA DE NEUROPSIQUIATRIA Y PSICOLOGIA MEDICA S.A. (M)","02",2000010000,"CABA","Privado",13,"ESCIESM","*sin dato*"
"13020012315278","CLINICA PLAN DE SALUD MENTAL S.A. (M)","02",2000010000,"CABA","Privado",13,"ESCIESM","*sin dato*"
"13020012315480","INSTITUTO SALUD MENTAL NUESTRA SEÑORA DE LUJAN - SEDE CASA DE MEDIO CAMI","02",2000010000,"CABA","Privado",13,"ESCIESM","www.clinicalujan.com"
"13020012315277","CLINICA MODELO DE PSIQUIATRIA S.A. (M)","02",2000010000,"CABA","Privado",13,"ESCIESM","*sin dato*"
"13020012315270","CLINICA AVRIL (INSTITUTO ALMAGRO DE SALUD) (M)","02",2000010000,"CABA","Privado",13,"ESCIESM","www.clinicaavril.com.ar"
"13020012015268","HOSPITAL NACIONAL EN RED ESPECIALIZADO EN SALUD MENTAL Y ADICCIONES -LAU","02",2000010000,"CABA","Público",13,"ESCIESM","*sin dato*"
"13020012215279","HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR (M)","02",2000010000,"CABA","Público",13,"ESCIESM","*sin dato*"
"13020012215281","HOSPITAL DE SALUD MENTAL JOSE T. BORDA","02",2000010000,"CABA","Público",13,"ESCIESM","www.drwebsa.com.ar/borda/"
"13020012215282","HOSPITAL INFANTO JUVENIL CAROLINA TOBAR GARCIA","02",2000010000,"CABA","Público",13,"ESCIESM","*sin dato*"
"13020012315285","INSTITUTO DE SALUD MENTAL BUENOS AIRES (M)","02",2000010000,"CABA","Privado",13,"ESCIESM","*sin dato*"
"15020012315329","CLINICA ILARRAZ SUSANA ELENA - EL SOL (GERIATRICO)","02",2000010000,"CABA","Privado",15,"ESCIETE","*sin dato*"
"10020132318936","CLINICA ZABALA","02",2013010001,"CABA","Privado",10,"ESCIG","*sin dato*"
"10020012715453","SANATORIO SAN CAYETANO - OSMATA","02",2000010000,"CABA","Privado",10,"ESCIG","*sin dato*"
"10020012715245","SANATORIO JULIO MENDEZ","02",2000010000,"CABA","Privado",10,"ESCIG","www.obsba.org.ar"
"10020032718937","CLINICA AMEBPBA","02",2003010000.9999998,"CABA","Privado",10,"ESCIG","*sin dato*"
"12020012316686","CLINICA Y MATERNIDAD SANTA ISABEL","02",2000010000,"CABA","Privado",10,"ESCIG","www.santaisabel.com.ar"
"10020012416998","CPFCABA    PENITENCIARIO FEDERAL DE LA CIUDAD AUTONOMA DE BUENOS AIRES","02",2000010000,"CABA","Público",10,"ESCIG","*sin dato*"
"10020012316137","SANATORIO DUPUYTREN","02",2000010000,"CABA","Privado",10,"ESCIG","www.dupuytren.com.ar"
"50020012316714","CLINICA A.M.E.B.P.B.A.  ASOCIACION MUTUALISTA DE EMPLEADOS DEL BANCO DE","02",2000010000,"CABA","Privado",10,"ESCIG","www.amebpba.org.ar"
"10020012315445","SANATORIO GUEMES","02",2000010000,"CABA","Privado",10,"ESCIG","www.sanatorioguemes.com"
"10020012315468","ITEBA - INSTITUTO DE TERAPIAS ESPECIALIZADAS DE BUENOS AIRES","02",2000010000,"CABA","Privado",10,"ESCIG","www.clinicaiteba.com.ar"
"10020012215212","HOSPITAL GENERAL DE AGUDOS  P. PIÑERO","02",2000010000,"CABA","Público",10,"ESCIG","*sin dato*"
"10020012215219","HOSPITAL GENERAL DE AGUDOS DR. IGNACIO PIROVANO","02",2000010000,"CABA","Público",10,"ESCIG","*sin dato*"
"10020012315255","SOCIEDAD ESPAÑOLA DE BENEFICENCIA HOSPITAL ESPAÑOL","02",2000010000,"CABA","Privado",10,"ESCIG","www.hospitalespanolar.com.a"
"10020012315482","SANATORIO PRIVADO DEL CENTRO","02",2000010000,"CABA","Privado",10,"ESCIG","*sin dato*"
"10020012315457","CLINICA UNIVERSITARIA ( UAI )","02",2000010000,"CABA","Privado",10,"ESCIG","www.uaisalud.com.ar/hu/home"
"10020012315239","SANATORIO DE LA TRINIDAD PALERMO","02",2000010000,"CABA","Privado",10,"ESCIG","www.trinidadpalermo.com.ar"
"10020012315246","SANATORIO MATER DEI","02",2000010000,"CABA","Privado",10,"ESCIG","www.sanatoriomaterdei.com.a"
"10020012315447","SANATORIO ATENEO","02",2000010000,"CABA","Privado",10,"ESCIG","www.sanatorioateneo.com.ar"
"10020012315192","CLINICA DE LA ESPERANZA","02",2000010000,"CABA","Privado",10,"ESCIG","www.clinicaesperanza.com.ar"
"10020012315188","CLINICA DE LOS VIRREYES","02",2000010000,"CABA","Privado",10,"ESCIG","*sin dato*"
"10020012315228","INSTITUTO DUPUYTREN DE TRAUMATOLOGIA Y ORTOPEDIA S.A.","02",2000010000,"CABA","Privado",10,"ESCIG","www.institutodupuytren.com."
"10020012215218","HOSPITAL GENERAL DE AGUDOS DR. CARLOS G. DURAND","02",2000010000,"CABA","Público",10,"ESCIG","www.durand.org.ar"
"10020012515227","INSTITUTO DE INVESTIGACIONES MEDICAS DR. ALFREDO LANARI","02",2000010000,"CABA","Público",10,"ESCIG","www.lanari.fmed.uba.ar/web/"
"10020012315234","SANATORIO AGOTE","02",2000010000,"CABA","Privado",10,"ESCIG","www.sanatorioagote.com.ar"
"10020012315178","CENTRO MEDICO INTEGRAL CLINICA LOPEZ","02",2000010000,"CABA","Privado",10,"ESCIG","*sin dato*"
"10020012315235","SANATORIO ANCHORENA","02",2000010000,"CABA","Privado",10,"ESCIG","www.sanatorio-anchorena.com"
"14020012715328","UNIDAD ASISTENCIAL POR MAS SALUD DR. CESAR MILSTEIN (EX HOSPITAL FRANCES","02",2000010000,"CABA","Privado",10,"ESCIG","www.pami.org.ar/milstein/"
"10020012315175","CENTRO GALLEGO DE BUENOS AIRES","02",2000010000,"CABA","Privado",10,"ESCIG","www.centrogallegoba.com.ar"
"10020012315179","CENTRO MEDICO INTEGRAL FITZ ROY","02",2000010000,"CABA","Privado",10,"ESCIG","www.cmfitzroy.com.ar"
"10020012715231","POLICLINICA BANCARIA 9 DE JULIO - OSBA","02",2000010000,"CABA","Privado",10,"ESCIG","*sin dato*"
"10020012715233","POLICLINICO DEL DOCENTE - OSPLAD","02",2000010000,"CABA","Privado",10,"ESCIG","www.osplad.org.ar/centmed/p"
"10020012715232","POLICLINICO CENTRAL - O.S.U.O.M.R.A","02",2000010000,"CABA","Privado",10,"ESCIG","www.forjarsalud.com"
"10020012315172","CEMIC - HOSPITAL UNIVERSITARIO SEDE LAS HERAS","02",2000010000,"CABA","Privado",10,"ESCIG","*sin dato*"
"10020012415206","HOSPITAL AERONAUTICO CENTRAL","02",2000010000,"CABA","Público",10,"ESCIG","www.hac.mil.ar"
"10020012315204","HOSPITAL ALEMAN","02",2000010000,"CABA","Privado",10,"ESCIG","www.hospitalaleman.com.ar"
"10020012315205","HOSPITAL ASOCIACION DE BENEFICENCIA HOSPITAL SIRIO LIBANES","02",2000010000,"CABA","Privado",10,"ESCIG","www.hospitalsiriolibanes.or"
"10020012715242","SANATORIO FRANCHIN - OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION","02",2000010000,"CABA","Privado",10,"ESCIG","www.construirsalud.com.ar"
"10020012315198","CLINICA SAN JERONIMO - SEDE ABASTO","02",2000010000,"CABA","Privado",10,"ESCIG","www.clinicasanjeronimo.com."
"10020012315238","SANATORIO DE LA TRINIDAD MITRE","02",2000010000,"CABA","Privado",10,"ESCIG","www.sanatoriomitre.com.ar"
"10020012315207","HOSPITAL BRITANICO DE BUENOS AIRES","02",2000010000,"CABA","Privado",10,"ESCIG","www.hospitalbritanico.org.a"
"10020012415208","HOSPITAL COMPLEJO MEDICO DE LA POLICIA FEDERAL CHURRUCA - VISCA","02",2000010000,"CABA","Público",10,"ESCIG","*sin dato*"
"10020012515209","HOSPITAL DE CLINICAS JOSE DE SAN MARTIN","02",2000010000,"CABA","Público",10,"ESCIG","www.hospitaldeclinicas.uba."
"10020012315223","HOSPITAL ISRAELITA EZRAH","02",2000010000,"CABA","Privado",10,"ESCIG","*sin dato*"
"10020012415225","HOSPITAL NAVAL BUENOS AIRES CIRUJANO MAYOR DR. PEDRO MALLO","02",2000010000,"CABA","Público",10,"ESCIG","www.hnpm.mil.ar"
"10020012315256","HOSPITAL ITALIANO DE BUENOS AIRES","02",2000010000,"CABA","Privado",10,"ESCIG","www.hospitalitaliano.org.ar"
"10020012315173","CEMIC - HOSPITAL UNIVERSITARIO SEDE SAAVEDRA","02",2000010000,"CABA","Privado",10,"ESCIG","www.cemic.edu.ar"
"10020012315187","CLINICA  DE LA CIUDAD","02",2000010000,"CABA","Privado",10,"ESCIG","*sin dato*"
"10020012215221","HOSPITAL GENERAL DE AGUDOS DR. TEODORO ALVAREZ","02",2000010000,"CABA","Público",10,"ESCIG","*sin dato*"
"10020012215210","HOSPITAL GENERAL DE AGUDOS DR. ENRIQUE TORNU","02",2000010000,"CABA","Público",10,"ESCIG","*sin dato*"
"10020012215216","HOSPITAL GENERAL DE AGUDOS DR. ABEL ZUBIZARRETA","02",2000010000,"CABA","Público",10,"ESCIG","www.zubizarreta.org.ar"
"10020012215213","HOSPITAL GENERAL DE AGUDOS BERNARDINO RIVADAVIA","02",2000010000,"CABA","Público",10,"ESCIG","*sin dato*"
"10020012215214","HOSPITAL GENERAL DE AGUDOS DALMACIO VELEZ SARSFIELD","02",2000010000,"CABA","Público",10,"ESCIG","www.hospitalvelez.org.ar"
"10020012215215","HOSPITAL GENERAL DE AGUDOS DONACION FRANCISCO SANTOJANNI","02",2000010000,"CABA","Público",10,"ESCIG","www.hospitalsantojanni.gov."
"10020012715186","CLINICA CIUDAD DE LA VIDA - OBRA SOCIAL DEL PERSONAL GRAFICO","02",2000010000,"CABA","Privado",10,"ESCIG","*sin dato*"
"10020012715229","INSTITUTO MEDICO RODRIGUEZ PEÑA - OBRA SOCIAL PERSONAL PERFUMISTA","02",2000010000,"CABA","Privado",10,"ESCIG","www.ospap.org.ar"
"10020012215222","HOSPITAL GENERAL DE AGUDOS JOSE A. PENNA","02",2000010000,"CABA","Público",10,"ESCIG","*sin dato*"
"10020012215211","HOSPITAL GENERAL DE AGUDOS JOSE MARIA RAMOS MEJIA","02",2000010000,"CABA","Público",10,"ESCIG","www.ramosmejia.org.ar"
"10020012315230","INSTITUTO QUIRURGICO DEL CALLAO","02",2000010000,"CABA","Privado",10,"ESCIG","*sin dato*"
"10020012315226","INSTITUTO ARGENTINO DE DIAGNOSTICO Y TRATAMIENTO S.A.","02",2000010000,"CABA","Privado",10,"ESCIG","www.iadt.com"
"10020012315194","CLINICA LOIACONO (MEDICONEX)","02",2000010000,"CABA","Privado",10,"ESCIG","*sin dato*"
"10020012315193","CLINICA LA SAGRADA FAMILIA","02",2000010000,"CABA","Privado",10,"ESCIG","www.sagradafamilia.com.ar"
"10020012315191","CLINICA DEL SOL","02",2000010000,"CABA","Privado",10,"ESCIG","www.cdelsol.com.ar"
"10020012215220","HOSPITAL GENERAL DE AGUDOS DR. JUAN A. FERNANDEZ","02",2000010000,"CABA","Público",10,"ESCIG","www.hospitalfernandez.org.a"
"10020012315251","SANATORIO QUINTANA","02",2000010000,"CABA","Privado",10,"ESCIG","*sin dato*"
"10020012315252","SANATORIO SAN JOSE","02",2000010000,"CABA","Privado",10,"ESCIG","www.sanatoriosanjose.org.ar"
"10020012315236","SANATORIO COLEGIALES S.A.","02",2000010000,"CABA","Privado",10,"ESCIG","www.sanatoriocolegiales.com"
"10020012315449","SANATORIO SAGRADO CORAZON","02",2000010000,"CABA","Privado",10,"ESCIG","www.sagrado-corazon.com.ar"
"10020012315197","CLINICA SAN CAMILO","02",2000010000,"CABA","Privado",10,"ESCIG","www.clinicasancamilo.org.ar"
"10020012315184","CLINICA ADVENTISTA BELGRANO","02",2000010000,"CABA","Privado",10,"ESCIG","www.clinicaadventista.com.a"
"10020012315185","CLINICA BAZTERRICA S.A.","02",2000010000,"CABA","Privado",10,"ESCIG","www.bazterrica.com.ar"
"10020012315240","SANATORIO DE LOS ARCOS","02",2000010000,"CABA","Privado",10,"ESCIG","www.sanatoriodelosarcos.com"
"10020012315237","SANATORIO DE LA PROVIDENCIA","02",2000010000,"CABA","Privado",10,"ESCIG","www.sdelaprovidencia.com.ar"
"10020012315249","SANATORIO OTAMENDI Y MIROLI S.A.","02",2000010000,"CABA","Privado",10,"ESCIG","www.sanatorio-otamendi.com."
"10020012415224","HOSPITAL MILITAR CENTRAL CIRUJANO MAYOR DR. COSME ARGERICH","02",2000010000,"CABA","Público",10,"ESCIG","www.hmc.mil.ar"
"10020012315201","CLINICA Y MATERNIDAD SUIZO ARGENTINA","02",2000010000,"CABA","Privado",10,"ESCIG","www.cymsa.com.ar"
"10020012315195","CLIMEDICA","02",2000010000,"CABA","Privado",10,"ESCIG","www.clinicaclimedica.com.ar"
"10020012315455","INSTITUTO DEL CORAZON DENTON A. COOLEY (SANATORIO)","02",2000010000,"CABA","Privado",10,"ESCIG","*sin dato*"
"10020012215217","HOSPITAL GENERAL DE AGUDOS DR. COSME ARGERICH","02",2000010000,"CABA","Público",10,"ESCIG","*sin dato*"
"10020012315461","CLINICA NUEVO PALERMO","02",2000010000,"CABA","Privado",10,"ESCIG","www.clinicanuevopalermo.com"
"53020012315626","FUNDACION HEMOCENTRO INDEPENDENCIA","02",2000010000,"CABA","Privado",53,"ESCL","fundahemind.com.ar"
"53020012018845","SECRETARIA NACIONAL DE NIÑEZ, ADOLESCENCIA Y FAMILIA - CENTRO DE REGIMEN","02",2000010000,"CABA","Público",53,"ESCL","*sin dato*"
"53020012018850","HONORABLE SENADO DE LA NACION - DIRECCION GENERAL DE RECURSOS HUMANOS","02",2000010000,"CABA","Público",53,"ESCL","*sin dato*"
"53020012315584","CENTRO DE VACUNACION  VACUNAR","02",2000010000,"CABA","Privado",53,"ESCL","*sin dato*"
"53020012315586","CENTRO DE VACUNACION","02",2000010000,"CABA","Privado",53,"ESCL","*sin dato*"
"53020012316911","MEDIZIN DE SERVICIOS - INTERNACION DOMICILIARIA","02",2000010000,"CABA","Privado",53,"ESCL","www.medizindeservicios.com."
"53020012316915","NEW MED - INTERNACION DOMICILIARIA","02",2000010000,"CABA","Privado",53,"ESCL","www.newmed.com.ar"
"53020012316917","MEDICAL SYSTEM - INTERNACION DOMICILIARIA","02",2000010000,"CABA","Privado",53,"ESCL","www.medicalsystem.com.ar"
"53020012316936","EN CASA - INTERNACION DOMICILIARIA","02",2000010000,"CABA","Privado",53,"ESCL","www.internaciondomiciliaria"
"53020012316903","ATENMED - EMERGENCIAS MEDICAS","02",2000010000,"CABA","Privado",53,"ESCL","www.atenmed.com.ar"
"53020012316907","PROYECTO SALUD - ATENCION DOMICILIARIA","02",2000010000,"CABA","Privado",53,"ESCL","*sin dato*"
"53020012316928","PRIORITY HOME CARE - ATENCION DOMICILIARIA","02",2000010000,"CABA","Privado",53,"ESCL","*sin dato*"
"53020012316930","IDOM - ATENCION DOMICILIARIA","02",2000010000,"CABA","Privado",53,"ESCL","*sin dato*"
"53020012316938","SIDOM - INTERNACION DOMICILIARIA","02",2000010000,"CABA","Privado",53,"ESCL","www.sidom.com.ar"
