"establecimiento_id","establecimiento_nombre","provincia_id","provincia_nombre","departamento_id","departamento_nombre","localidad_id","localidad_nombre","origen_financiamiento","categoria_id","categoria_nombre","codigo_postal","domicilio","sitio_web"
"70064692315037","BOTIQUIN FARMACIA","02","Buenos Aires","00074","Lincoln",6469070,"LAS TOSCAS","Privado",752,"Botiquín",6453,"KENNEDY 210","*sin dato*"
"70420702354001","BOTIQUIN FARMACIA (LOCALIDAD SANTA TERESA)","11","La Pampa","00294","Guatraché",42070050,"SANTA TERESA","Privado",752,"Botiquín",6221,"Güemes s/n entre Av. Sarmiento y Jorge Newbery","*sin dato*"
"70460072355305","BOTIQUIN FARMACIA (LOCALIDAD VILLA MAZAN)","12","La Rioja","00307","Arauco",46007050,"VILLA MAZAN","Privado",752,"Botiquín",6244,"PUBLICA  BARRIO SAN ISIDRO  S/N","*sin dato*"
"70420562354052","BOTIQUIN MONICA HAYMAL (LOCALIDAD VERTIZ)","11","La Pampa","00290","Chapaleufú",42056060,"VERTIZ","Privado",752,"Botiquín",6220,"BELGRANO 240","*sin dato*"
"70140982334202","BOTIQUIN FARMACIA (LOCALIDAD MALENA)","06","Córdoba","00205","Río Cuarto",14098200,"MALENA","Privado",752,"Botiquín",5839,"Avenida San Martín 300","*sin dato*"
"70063572315036","BOTIQUIN FARMACIA","02","Buenos Aires","00056","General Pueyrredón",635711001,"CAMET","Privado",752,"Botiquín",7612,"CAMET S/n","*sin dato*"
"70060212315038","BOTIQUIN SCARANO","02","Buenos Aires","00006","Alberti",6021010,"ALBERTI","Privado",752,"Botiquín",6634,"9 de Julio","*sin dato*"
"70068332315037","BOTIQUIN FARMACIA (LOCALIDAD TRES ARROYOS)","02","Buenos Aires","00129","Tres Arroyos",6833100,"TRES ARROYOS","Privado",752,"Botiquín",7500,"CALLE 25 S-N","*sin dato*"
"70181052340136","BOTIQUIN FARMACIA (LOCALIDAD FELIPE YOFRE)","07","Corrientes","00232","Mercedes",18105010,"FELIPE YOFRE","Privado",752,"Botiquín",3472,"Ca Guazu","*sin dato*"
"70060632315038","BOTIQUIN FARMACIA (LOCALIDAD BALCARCE)","02","Buenos Aires","00013","Balcarce",6063010,"BALCARCE","Privado",752,"Botiquín",7620,"ANDRES MARTINEZ S-N","*sin dato*"
"70220632727121","INSSSEP","04","Chaco","00164","General Güemes",22063030,"EL SAUZALITO","Privado",752,"Botiquín",3705,"PLANTA URBANA SIN NUMERO","*sin dato*"
"70068542315037","BOTIQUIN FARMACIA (LOCALIDAD GOB UGARTE)","02","Buenos Aires","00002","25 de Mayo",6854040,"GOBERNADOR UGARTE","Privado",752,"Botiquín",6621,"PLANTA URBANA","*sin dato*"
"70421192354002","BOTIQUIN FARMACIA (LOCALIDAD VILLA MIRASOL)","11","La Pampa","00301","Quemú Quemú",42119060,"VILLA MIRASOL","Privado",752,"Botiquín",8424,"A. P. de Hernandez s/n entre Av. San Martín y Gobernador Nuñez","*sin dato*"
"70460212355304","BOTIQUIN FARMACIA (LOCALIDAD ANJULLON)","12","La Rioja","00309","Castro Barros",46021030,"ANJULLON","Privado",752,"Botiquín",5310,"La plata s/n entre Av.Pedro Ignacio de Castro Barros  y San Martin","*sin dato*"
"70180422340131","BOTIQUIN FARMACIA (LOCALIDAD EMPEDRADO)","07","Corrientes","00223","Empedrado",18042020,"EMPEDRADO","Privado",752,"Botiquín",3418,"PIRAGINI NIVEIRO 2050","*sin dato*"
"70180352340135","BOTIQUIN FARMACIA (LOCALIDAD PERUGORRIA)","07","Corrientes","00222","Curuzú Cuatiá",18035030,"PERUGORRIA","Privado",752,"Botiquín",3461,"Av Juan Pujol","*sin dato*"
"70221542727124","INSSSEP","04","Chaco","00175","Sargento Cabral",22154020,"COLONIA ELISA","Privado",752,"Botiquín",3515,"SAN MARTIN SIN NUMERO","*sin dato*"
"70221542727122","INSSSEP","04","Chaco","00175","Sargento Cabral",22154050,"LAS GARCITAS","Privado",752,"Botiquín",3515,"BROWN SIN NUMERO","*sin dato*"
"70066512315036","BOTIQUIN FARMACIA","02","Buenos Aires","00102","Puán",6651040,"17 DE AGOSTO","Privado",752,"Botiquín",8129,"CACIQUE PINCEN 175","*sin dato*"
"70180282340127","BOTIQUIN FARMACIA (LOCALIDAD SANTA ROSA)","07","Corrientes","00221","Concepción",18028020,"SANTA ROSA","Privado",752,"Botiquín",3421,"Naciones Unidas S/N, ENTRE BELGRANO Y LAS PALMERAS","*sin dato*"
"70181332340130","BOTIQUIN FARMACIA (LOCALIDAD SAN COSME)","07","Corrientes","00236","San Cosme",18133030,"SAN COSME","Privado",752,"Botiquín",3412,"J/R Vidal S/N entre Dr.Valenzuela y San Juan Bautista","*sin dato*"
"70460142355346","DEL CARMEN","12","La Rioja","00308","Capital",46014010,"LA RIOJA","Privado",752,"Botiquín",5300,"Dalmacio Velez  esquina Juan Domingo Peron","*sin dato*"
"70580142367748","BOTIQUIN FARMACIA (LOCALIDAD AÑELO)","15","Neuquén","00361","Añelo",58014010,"AÑELO","Privado",752,"Botiquín",6030,"01 S/N ENTRE 15 y Tanu","*sin dato*"
"70181612340134","BOTIQUIN FARMACIA (LOCALIDAD COLONIA LAUREL)","07","Corrientes","00240","San Roque",18161050,"SAN ROQUE","Privado",752,"Botiquín",3448,"San Martin","*sin dato*"
"70063572315037","BOTIQUIN FARMACIA","02","Buenos Aires","00056","General Pueyrredón",6357080,"CHAPADMALAL","Privado",752,"Botiquín",7605,"Ruta 11 33500","*sin dato*"
"70064692315038","BOTIQUIN FARMACIA (LOCALIDAD BAYAUCA)","02","Buenos Aires","00074","Lincoln",6469020,"BAYAUCA","Privado",752,"Botiquín",6078,"15 DE MAYO Y ANGEL MOLINARI","*sin dato*"
"70221542727125","INSSSEP","04","Chaco","00175","Sargento Cabral",22154030,"COLONIAS UNIDAS","Privado",752,"Botiquín",3515,"AVENIDA SARMIENTO Y COMANDANTE FONTANA","*sin dato*"
"70421262354004","BOTIQUIN FARMACIA (LOCALIDAD LA MARUJA)","11","La Pampa","00302","Rancul",42126030,"LA MARUJA","Privado",752,"Botiquín",6360,"Gdor Rubén Hugo Marín 749","*sin dato*"
"70066512315037","BOTIQUIN FARMACIA","02","Buenos Aires","00102","Puán",6651060,"FELIPE SOLA","Privado",752,"Botiquín",8129,"MORENO 335","*sin dato*"
"70340352347802","BOTIQUIN FARMACIA (LOCALIDAD POZO DEL TIGRE)","09","Formosa","00264","Patiño",34035120,"POZO DEL TIGRE","Privado",752,"Botiquín",3628,"casa N° 18 Barrio 22 de setiembre,","*sin dato*"
"70220142727120","INSSSEP","04","Chaco","00158","Bermejo",22014050,"PUERTO BERMEJO NUEVO","Privado",752,"Botiquín",3524,"MZ 26 PC 6 PLANTA URBANA","*sin dato*"
"70580842367745","BOTIQUIN FARMACIA( LOCALIDAD CAVIAHUE)","15","Neuquén","00375","Ñorquín",58084010,"CAVIAHUE","Privado",752,"Botiquín",8353,"MAPUCHE S/N ENTRE VOLCAN COPAHUE  y PUESTA DEL SOL","*sin dato*"
"70100422324659","MIRAFLORES","03","Catamarca","00141","Capayán",10042120,"MIRAFLORES","Privado",752,"Botiquín",4724,"MIRAFLORES CAPAYAN","*sin dato*"
"70100772324668","BOTIQUIN SAGRADO CORAZON DE JESUS","03","Catamarca","00146","Paclín",10077050,"LA MERCED","Privado",752,"Botiquín",4718,"BARRIO ADALBERTO SAVIO CASA Nº 8","*sin dato*"
"70421262354051","BOTIQUIN VALENTINE (LOCALIDAD LA MARUJA)","11","La Pampa","00302","Rancul",42126030,"LA MARUJA","Privado",752,"Botiquín",6360,"20 DE JUNIO 733","*sin dato*"
"70421543054045","BOTIQUIN FARMACIA CO.SE.GA. (LOCALIDAD QUEHUE)","11","La Pampa","00306","Utracán",42154050,"QUEHUE","Privado",752,"Botiquín",6385,"SAN MARTIN S/N","*sin dato*"
"70421542854054","BOTIQUIN COLONIA SANTA MARIA - CO.SE.GA.","11","La Pampa","00306","Utracán",42154030,"COLONIA SANTA MARIA","Privado",752,"Botiquín",6367,"AVDA. SAN MARTIN SIN NÚMERO","*sin dato*"
"70420492354033","BOTIQUIN FARMACIA (LOCALIDAD DE SANTA ISABEL)","11","La Pampa","00289","Chalileo",42049010,"SANTA ISABEL","Privado",752,"Botiquín",6313,"RUTA NACIONAL 147 Nº 727","*sin dato*"
"70540142365867","BOTIQUIN DE FARMACIA GUIRAY","14","Misiones","00345","Cainguás",54014070,"PUEBLO ILLIA","Privado",752,"Botiquín",3362,"CALLE 3","*sin dato*"
"70100982324751","BOTIQUIN SANTA ROSA","03","Catamarca","00149","Santa Rosa",10098070,"SAN PEDRO","Privado",752,"Botiquín",4723,"Eva Peron S/N","*sin dato*"
"70101052324752","BOTIQUIN NUESTRA SEÑORA DE LOS DOLORES","03","Catamarca","00150","Tinogasta",10105130,"MEDANITOS","Privado",752,"Botiquín",5341,"Medanitos","*sin dato*"
"70100422324749","BOTIQUIN HUILLAPIMA","03","Catamarca","00141","Capayán",10042100,"HUILLAPIMA","Privado",752,"Botiquín",4726,"Ruta Provincial N14","*sin dato*"
"70100072324750","BOTIQUIN LOS VARELAS","03","Catamarca","00136","Ambato",10007110,"LOS VARELA","Privado",752,"Botiquín",4711,"Ruta Provincial Nº 1","*sin dato*"
"70860282393412","VIRGEN DEL VALLE","22","Santiago del Estero","00469","Avellaneda",86028050,"REAL SAYANA","Privado",752,"Botiquín",4334,"AV. REAL SAYANA OESTE S/N","*sin dato*"
"70860422393411","GUARDIA ESCOLTA","22","Santiago del Estero","00471","Belgrano",86042040,"GUARDIA ESCOLTA","Privado",752,"Botiquín",3062,"CALLE 14 S/N","*sin dato*"
"70861822393413","GARZA","22","Santiago del Estero","00491","Sarmiento",86182010,"GARZA","Privado",752,"Botiquín",4324,"9 DE JULIO E/RIVADAVIA Y MAILIN","*sin dato*"
"70461192355553","BOTIQUIN SAN CAYETANO","12","La Rioja","00322","San Blas de los Sauces",9100006191,"LOS ROBLES","Privado",752,"Botiquín",0,"RUTA NUMERO 40","*sin dato*"
"70461262355574","BOTIQUIN FARMACEUTICO (SANAGASTA)","12","La Rioja","00323","Sanagasta",46126010,"VILLA SANAGASTA","Privado",752,"Botiquín",5474,"CALLE CARLOS ALVAREZ S/N°","*sin dato*"
"70260982329688","BOTIQUIN CEFERINO NAMUNCURA","05","Chubut","00190","Tehuelches",26098040,"RIO PICO","Privado",752,"Botiquín",9225,"AVENIDA FONTANA","*sin dato*"
"70060072317538","BOTIQUIN FARMACIA (SAN MIGUEL ARCANGEL)","02","Buenos Aires","00004","Adolfo Alsina",6007020,"COLONIA SAN MIGUEL ARCANGEL","Privado",752,"Botiquín",7403,"C9.SA.F8.P1E.P22035","*sin dato*"
"70260982329687","BOTIQUIN LA FARMA-CIA","05","Chubut","00190","Tehuelches",26098020,"GOBERNADOR COSTA","Privado",752,"Botiquín",9223,"AVENIDA ROCA 35","*sin dato*"
"70260632329689","BOTIQUIN TIENDA GISELLE","05","Chubut","00185","Mártires",26063020,"LAS PLUMAS","Privado",752,"Botiquín",9101,"CASA 7 FONAVI","*sin dato*"
"70460142155595","BOTIQUIN - DIRECCION DE PROMOCION SOCIAL SANITARIA - MINISTERIO DE DESARROLLO","12","La Rioja","00308","Capital",46014010,"LA RIOJA","Público",752,"Botiquín",5300,"CALLE TAJAMAR Nº 22","*sin dato*"
"70260842329684","BOTIQUIN CORDILLERANA I","05","Chubut","00188","Río Senguer",26084030,"ALTO RIO SENGUER","Privado",752,"Botiquín",9033,"BELGRANO","*sin dato*"
"70260212329686","BOTIQUIN DIADEMA","05","Chubut","00179","Escalante",26021040,"DIADEMA ARGENTINA","Privado",752,"Botiquín",9009,"LAGO COLHUE HUAPI 51","*sin dato*"
"70260562329690","CASA  TECKA","05","Chubut","00184","Languiñeo",26056050,"TECKA","Privado",752,"Botiquín",9201,"SAN MARTIN Y URQUIZA","*sin dato*"
"70260562329691","BOTIQUIN CASA TECKA","05","Chubut","00184","Languiñeo",26056050,"TECKA","Privado",752,"Botiquín",9201,"Avenida San Martin","*sin dato*"
"70260422329692","BOTIQUIN SANTA BRIGIDA","05","Chubut","00182","Gaiman",26042020,"DOLAVON","Privado",752,"Botiquín",9107,"28 de Julio","*sin dato*"
"70540912365986","BOTIQUIN FARMACIA PANAMBI","14","Misiones","00356","Oberá",54091090,"PANAMBI","Privado",752,"Botiquín",3361,"av federico puerta s/n km 8","*sin dato*"
"70260352329685","BOTIQUIN CORDILLERANA II","05","Chubut","00181","Futaleufú",26035020,"CORCOVADO","Privado",752,"Botiquín",9201,"sAN mARTIN s/n","*sin dato*"
"70461262155587","BOTIQUIN CASA MARI","12","La Rioja","00323","Sanagasta",46126010,"VILLA SANAGASTA","Público",752,"Botiquín",5474,"Avenida Carlos M. Álvarez","*sin dato*"
"70260982329693","BOTIQUIN ELENA","05","Chubut","00190","Tehuelches",26098030,"JOSE DE SAN MARTIN","Privado",752,"Botiquín",9220,"SAN MARTIN","*sin dato*"
"70540212366024","BOTIQUIN DE FARMACIA SAN EXPEDITO","14","Misiones","00346","Candelaria",54021030,"CERRO CORA","Privado",752,"Botiquín",3309,"calle clemente pereira n° 150","*sin dato*"
"70100422324796","BOTIQUIN MIRAFLORES","03","Catamarca","00141","Capayán",10042120,"MIRAFLORES","Privado",752,"Botiquín",4724,"Ruta N 5  Miraflores","*sin dato*"
"70181472340128","BOTIQUIN FARMACIA (LOCALIDAD YAPEYU)","07","Corrientes","00238","San Martín",18147040,"YAPEYU","Privado",752,"Botiquín",3231,"OBISPO ROMERO S/N, ENTRE SAN LORENZO","*sin dato*"
"70460212355592","VIRGEN DE BELEN","12","La Rioja","00309","Castro Barros",46021020,"ANILLACO","Privado",752,"Botiquín",5301,"CALLE JUJUY, ANILLACO","*sin dato*"
"70500072161016","SISTEMA DE SEGURIDAD SOCIAL DE LA SALUD FARMACIA.-","13","Mendoza","00325","Capital",9100004684,"2A. SECCION","Público",752,"Botiquín",0,"SAN JUAN 255","*sin dato*"
"70100352324743","SALUDFARMA","03","Catamarca","00140","Belén",10035020,"BELEN","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",4750,"Mitre 14","*sin dato*"
"70340492347884","PERALTA HNOS","09","Formosa","00266","Pilcomayo",34049010,"CLORINDA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",3610,"Avenida San Martin 470","*sin dato*"
"70140142334991","VALENTINO","06","Córdoba","00193","Capital",14014010,"CORDOBA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",5000,"Catamarca 1047","*sin dato*"
"70340282347858","JUAREZ","09","Formosa","00263","Matacos",34028010,"INGENIERO GUILLERMO N. JUAREZ","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",3636,"calle Saavedra y Tucumán","*sin dato*"
"70421472353770","FARMACIA CHICO","11","La Pampa","00305","Trenel",42147030,"TRENEL","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",6369,"ANTONIO DEVOTO 178","*sin dato*"
"70100492324465","VITAL","03","Catamarca","00142","Capital",10049050,"CAPITAL","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",4700,"AV. SANCHEZ OVIEDO Nº1047","*sin dato*"
"70180562340229","MARIA AUXILIADORA","07","Corrientes","00225","General Alvear",18056010,"ALVEAR","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",3344,"BELGRANO 1251","*sin dato*"
"70460142355288","LAS SIERRAS","12","La Rioja","00308","Capital",46014010,"LA RIOJA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",5300,"San Nicolas de Bari (O) N° 841","*sin dato*"
"70460142355291","SUAYTER","12","La Rioja","00308","Capital",46014010,"LA RIOJA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",5300,"Peatonal Buenos Aires N°33","*sin dato*"
"70460142355289","CASTORE II","12","La Rioja","00308","Capital",46014010,"LA RIOJA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",5300,"Dalmacio Belez Sarfield 902","*sin dato*"
"70260212329663","MAGISTRAL RODRIGUEZ","05","Chubut","00179","Escalante",26021030,"COMODORO RIVADAVIA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",3240,"Colonos Galeses 2183","*sin dato*"
"70460422355290","PARIS","12","La Rioja","00311","Chilecito",4604201002,"CHILECITO  (CHILECITO)","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",5360,"Julian Amatte Esquina Alberto Ocampo","*sin dato*"
"70020012317538","BRIUT","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Gurruchaga 684","*sin dato*"
"70100492324451","FARMAGEN","03","Catamarca","00142","Capital",10049050,"CAPITAL","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",4700,"Guemes  307","*sin dato*"
"70820842386306","FERRAN","21","Santa Fe","00458","Rosario",82084270,"ROSARIO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",2000,"DOMINGO FAUSTINO SARMIENTO 3098","*sin dato*"
"70820842386310","PETRUZZI","21","Santa Fe","00458","Rosario",82084270,"ROSARIO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",2000,"Av PELLEGRINI 3770","*sin dato*"
"70820842386315","RODRIGO","21","Santa Fe","00458","Rosario",82084270,"ROSARIO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",2000,"JUAN JOSE PASO 5880","*sin dato*"
"70820842386316","AZAR","21","Santa Fe","00458","Rosario",82084270,"ROSARIO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",2000,"Av Pte PERON","*sin dato*"
"70820842386318","ARCO IRIS","21","Santa Fe","00458","Rosario",82084270,"ROSARIO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",2000,"27 DE FEBRERO 5302","*sin dato*"
"70820842386303","LUCARELLI","21","Santa Fe","00458","Rosario",82084270,"ROSARIO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",2000,"Juan Jose Paso 7800","*sin dato*"
"70820842386304","COLLOMB","21","Santa Fe","00458","Rosario",82084270,"ROSARIO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",2000,"Cordoba 4313","*sin dato*"
"70820842386305","DEL PARQUE","21","Santa Fe","00458","Rosario",82084270,"ROSARIO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",2000,"CORRIENTES 1801","*sin dato*"
